Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex ," TPS
($ 000) ","Proportion 
of TPS (%)","Rate of 
use (%)",Number of active beneficiaries,Rank
6,Quebec,N06AB,Selective serotonin reuptake inhibitors,65+,F,"16,531.94",1.3,13.3,"100,002",23
6,Quebec,M05BA,Bisphosphonates,65+,F,"15,505.58",1.2,14.6,"109,746",24
6,Quebec,B03XA,Other antianemic preparations,65+,F,"13,715.20",1.1,0.5,"3,462",25
6,Quebec,N05BA,Benzodiazepine derivatives,65+,F,"13,207.51",1.0,24.0,"179,870",26
6,Quebec,A10BD,Combinations of oral blood glucose–lowering drugs,65+,F,"13,041.04",1.0,2.4,"17,882",27
6,Quebec,N06DA,Anticholinesterases,65+,F,"12,465.47",1.0,3.5,"26,486",28
6,Quebec,A12AA,Calcium,65+,F,"11,876.22",0.9,19.5,"146,191",29
6,Quebec,R03BA,Glucocorticoids,65+,F,"11,006.76",0.9,9.3,"69,466",30
6,Quebec,L03AA,Colony-stimulating factors,65+,F,"10,906.02",0.9,0.3,"1,982",31
6,Quebec,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,F,"10,555.20",0.8,5.3,"40,067",32
6,Quebec,C09DA,Angiotensin II antagonists and diuretics,65+,F,"10,430.27",0.8,10.5,"78,728",33
6,Quebec,N02AA,Natural opium alkaloids,65+,F,"10,315.55",0.8,12.5,"93,545",34
6,Quebec,A10BA,Biguanides,65+,F,"10,112.20",0.8,12.3,"92,509",35
6,Quebec,N02BE,Anilides,65+,F,"10,067.27",0.8,21.9,"163,988",36
6,Quebec,B01AB,Heparin group,65+,F,"10,020.36",0.8,1.6,"11,746",37
6,Quebec,C03CA,"Sulfonamides, plain",65+,F,"9,274.43",0.7,9.2,"68,771",38
6,Quebec,N05AX,Other antipsychotics,65+,F,"9,025.36",0.7,2.5,"18,767",39
6,Quebec,A10AE,"Insulins and analogues for injection, long-acting",65+,F,"8,914.07",0.7,1.6,"11,812",40
6,Quebec,G04BD,Drugs for urinary frequency and incontinence,65+,F,"8,768.84",0.7,4.6,"34,215",41
6,Quebec,R03AC,Selective beta-2-adrenoreceptor agonists,65+,F,"8,703.12",0.7,15.2,"113,741",42
6,Quebec,C08DB,Benzothiazepine derivatives,65+,F,"8,560.28",0.7,4.4,"32,941",43
6,Quebec,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,F,"8,409.97",0.7,4.5,"33,774",44
6,Quebec,S01EE,Prostaglandin analogues,65+,F,"8,075.45",0.6,5.0,"37,684",45
6,Quebec,S01ED,Beta-blocking agents,65+,F,"7,894.31",0.6,4.8,"36,069",46
6,Quebec,S01XA,Other ophthalmologicals,65+,F,"7,786.89",0.6,2.7,"20,424",47
6,Quebec,H01CB,Somatostatin and analogues,65+,F,"7,382.29",0.6,0.1,659,48
6,Quebec,L04AC,Interleukin inhibitors,65+,F,"6,943.66",0.5,0.1,485,49
6,Quebec,G03CA,"Natural and semisynthetic estrogens, plain",65+,F,"6,871.91",0.5,10.5,"78,999",50
6,Quebec,A06AA,"Softeners, emollients",65+,F,"6,334.13",0.5,9.3,"70,000",51
6,Quebec,A10AB,"Insulins and analogues for injection, fast-acting",65+,F,"5,627.07",0.4,1.7,"13,076",52
6,Quebec,B01AE,Direct thrombin inhibitors,65+,F,"5,609.04",0.4,0.8,"5,876",53
6,Quebec,C01DA,Organic nitrates,65+,F,"5,366.72",0.4,6.2,"46,327",54
6,Quebec,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,F,"5,351.93",0.4,1.1,"8,239",55
6,Quebec,J05AP,Antivirals for treatment of HCV infections,65+,F,"5,322.43",0.4,0.0,95,56
6,Quebec,A10BB,Sulfonylureas,65+,F,"5,253.79",0.4,5.3,"39,513",57
6,Quebec,R03DX,Other systemic drugs for obstructive airway diseases,65+,F,"5,118.75",0.4,0.1,480,58
6,Quebec,B03BA,Vitamin B12 (cyanocobalamin and analogues),65+,F,"5,023.96",0.4,6.8,"51,228",59
6,Quebec,C09BA,ACE inhibitors and diuretics,65+,F,"4,853.99",0.4,3.2,"24,157",60
6,Quebec,C03AA,"Thiazides, plain",65+,F,"4,794.13",0.4,9.8,"73,448",61
6,Quebec,R01AD,Corticosteroids,65+,F,"4,788.72",0.4,12.3,"92,114",62
6,Quebec,L02BG,Aromatase inhibitors,65+,F,"4,765.74",0.4,1.8,"13,484",63
6,Quebec,C10AX,Other lipid-modifying agents,65+,F,"4,584.47",0.4,3.2,"23,781",64
6,Quebec,H05AA,Parathyroid hormones and analogues,65+,F,"4,438.79",0.3,0.1,700,65
6,Quebec,B03AA,"Iron bivalent, oral preparations",65+,F,"4,303.79",0.3,6.9,"51,895",66
6,Quebec,N04BA,Dopa and dopa derivatives,65+,F,"4,267.32",0.3,0.8,"6,187",67
6,Quebec,B01AA,Vitamin K antagonists,65+,F,"4,050.77",0.3,3.3,"24,813",68
6,Quebec,A06AB,Contact laxatives,65+,F,"3,665.81",0.3,5.4,"40,466",69
6,Quebec,A07EC,Aminosalicylic acid and similar agents,65+,F,"3,640.92",0.3,0.7,"5,523",70
6,Quebec,A12BA,Potassium,65+,F,"3,632.67",0.3,3.9,"29,264",71
6,Quebec,N06AA,Non-selective monoamine reuptake inhibitors,65+,F,"3,570.98",0.3,4.8,"36,194",72
6,Quebec,N02AB,Phenylpiperidine derivatives,65+,F,"3,421.96",0.3,1.0,"7,798",73
6,Quebec,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,F,"3,348.80",0.3,0.5,"3,419",74
6,Quebec,M03AX,"Other muscle relaxants, peripherally acting agents",65+,F,"3,342.48",0.3,0.2,"1,814",75
6,Quebec,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,65+,F,"3,303.16",0.3,0.3,"2,158",76
6,Quebec,L01XC,Monoclonal antibodies,65+,F,"3,197.63",0.3,0.0,362,77
6,Quebec,N03AE,Benzodiazepine derivatives,65+,F,"3,155.61",0.2,5.2,"38,734",78
6,Quebec,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,F,"3,074.23",0.2,0.9,"6,718",79
6,Quebec,H02AB,Glucocorticoids,65+,F,"2,960.88",0.2,11.9,"89,485",80
6,Quebec,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,F,"2,920.92",0.2,1.4,"10,634",81
6,Quebec,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,F,"2,918.02",0.2,0.0,119,82
6,Quebec,L01BA,Folic acid analogues,65+,F,"2,881.55",0.2,1.6,"11,850",83
6,Quebec,A06AD,Osmotically acting laxatives,65+,F,"2,649.57",0.2,6.8,"50,795",84
6,Quebec,L01XX,Other antineoplastic agents,65+,F,"2,618.74",0.2,0.3,"1,965",85
6,Quebec,R03DC,Leukotriene receptor antagonists,65+,F,"2,602.73",0.2,1.3,"9,572",86
6,Quebec,A03FA,Propulsives,65+,F,"2,589.26",0.2,4.0,"30,130",87
6,Quebec,M01AH,Coxibs,65+,F,"2,570.10",0.2,8.5,"63,700",88
6,Quebec,N02CC,Selective serotonin (5HT1) agonists,65+,F,"2,390.78",0.2,0.9,"7,015",89
6,Quebec,L04AD,Calcineurin inhibitors,65+,F,"2,354.96",0.2,0.1,843,90
6,Quebec,L03AB,Interferons,65+,F,"2,257.90",0.2,0.0,165,91
6,Quebec,C07AA,"Beta-blocking agents, non-selective",65+,F,"2,255.57",0.2,2.2,"16,120",92
6,Quebec,M04AA,Preparations inhibiting uric acid production,65+,F,"2,239.29",0.2,2.3,"17,155",93
6,Quebec,N04BC,Dopamine agonists,65+,F,"2,175.17",0.2,1.3,"9,629",94
6,Quebec,D07AC,"Corticosteroids, potent (group III)",65+,F,"2,059.73",0.2,9.1,"68,142",95
6,Quebec,J01MA,Fluoroquinolones,65+,F,"2,058.23",0.2,13.6,"101,868",96
6,Quebec,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",65+,F,"1,988.71",0.2,4.0,"30,034",97
6,Quebec,M03BX,Other centrally acting agents,65+,F,"1,921.70",0.2,3.9,"29,244",98
6,Quebec,N05CD,Benzodiazepine derivatives,65+,F,"1,878.90",0.1,2.3,"17,034",99
6,Quebec,L02BA,Anti-estrogens,65+,F,"1,848.76",0.1,0.6,"4,698",100
6,Quebec,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,<65,Total,"161,285.40",10.6,0.5,"7,788",1
6,Quebec,N05AX,Other antipsychotics,<65,Total,"75,270.93",5.0,3.1,"48,616",2
6,Quebec,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",<65,Total,"63,615.98",4.2,6.9,"108,010",3
6,Quebec,L04AA,Selective immunosuppressants,<65,Total,"63,396.40",4.2,0.4,"6,003",4
6,Quebec,J05AP,Antivirals for treatment of HCV infections,<65,Total,"58,349.97",3.8,0.1,"1,084",5
6,Quebec,J05AR,"Antivirals for treatment of HIV infections, combinations",<65,Total,"51,908.88",3.4,0.5,"7,075",6
6,Quebec,N06BA,Centrally acting sympathomimetics,<65,Total,"50,485.53",3.3,5.6,"88,143",7
6,Quebec,N03AX,Other antiepileptics,<65,Total,"33,270.17",2.2,5.9,"93,444",8
6,Quebec,A02BC,Proton pump inhibitors,<65,Total,"30,801.64",2.0,18.4,"288,992",9
6,Quebec,C10AA,HMG-CoA reductase inhibitors,<65,Total,"28,201.75",1.9,14.0,"219,685",10
6,Quebec,N06AX,Other antidepressants,<65,Total,"27,255.92",1.8,10.3,"162,156",11
6,Quebec,L01XE,Protein kinase inhibitors,<65,Total,"27,194.82",1.8,0.1,878,12
6,Quebec,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",<65,Total,"24,362.21",1.6,3.1,"49,317",13
6,Quebec,N06AB,Selective serotonin reuptake inhibitors,<65,Total,"21,972.69",1.4,9.6,"150,488",14
6,Quebec,N02AA,Natural opium alkaloids,<65,Total,"20,194.97",1.3,8.5,"133,798",15
6,Quebec,L04AC,Interleukin inhibitors,<65,Total,"18,536.90",1.2,0.1,"1,101",16
6,Quebec,R03BA,Glucocorticoids,<65,Total,"16,886.28",1.1,8.3,"130,388",17
6,Quebec,C09AA,"ACE inhibitors, plain",<65,Total,"15,242.53",1.0,5.5,"86,783",18
6,Quebec,A10BD,Combinations of oral blood glucose–lowering drugs,<65,Total,"14,321.46",0.9,1.4,"21,942",19
6,Quebec,J05AX,Other antivirals,<65,Total,"13,429.58",0.9,0.2,"2,533",20
6,Quebec,R03BB,Anticholinergics,<65,Total,"11,604.73",0.8,2.1,"32,678",21
6,Quebec,R03DX,Other systemic drugs for obstructive airway diseases,<65,Total,"11,425.86",0.8,0.0,775,22
6,Quebec,A10AE,"Insulins and analogues for injection, long-acting",<65,Total,"11,345.35",0.7,0.9,"14,032",23
6,Quebec,L04AX,Other immunosuppressants,<65,Total,"11,078.27",0.7,0.2,"3,145",24
6,Quebec,A11CC,Vitamin D and analogues,<65,Total,"10,558.51",0.7,11.1,"174,251",25
6,Quebec,C08CA,Dihydropyridine derivatives,<65,Total,"10,420.36",0.7,5.3,"82,723",26
6,Quebec,S01LA,Antineovascularization agents,<65,Total,"10,390.96",0.7,0.1,"1,184",27
6,Quebec,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,<65,Total,"10,358.22",0.7,1.1,"16,569",28
6,Quebec,L04AD,Calcineurin inhibitors,<65,Total,"10,092.76",0.7,0.2,"2,936",29
6,Quebec,A16AB,Enzymes,<65,Total,"10,070.10",0.7,0.0,15,30
6,Quebec,V06C,Infant formulas,<65,Total,"9,838.33",0.6,0.5,"8,255",31
6,Quebec,L03AA,Colony-stimulating factors,<65,Total,"9,741.80",0.6,0.1,"1,707",32
6,Quebec,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,<65,Total,"9,584.11",0.6,1.0,"15,537",33
6,Quebec,N07BA,Drugs used in nicotine dependence,<65,Total,"9,437.46",0.6,4.0,"62,294",34
6,Quebec,N05BA,Benzodiazepine derivatives,<65,Total,"9,398.87",0.6,7.7,"121,702",35
6,Quebec,L03AB,Interferons,<65,Total,"9,313.29",0.6,0.0,666,36
6,Quebec,R03AC,Selective beta-2-adrenoreceptor agonists,<65,Total,"9,292.60",0.6,11.8,"185,268",37
6,Quebec,J05AE,Protease inhibitors,<65,Total,"9,169.65",0.6,0.1,"1,402",38
6,Quebec,N07BC,Drugs used in opioid dependence,<65,Total,"9,037.03",0.6,0.3,"5,269",39
6,Quebec,A10AB,"Insulins and analogues for injection, fast-acting",<65,Total,"8,920.47",0.6,1.2,"18,884",40
6,Quebec,H03AA,Thyroid hormones,<65,Total,"8,874.63",0.6,7.5,"118,390",41
6,Quebec,B01AB,Heparin group,<65,Total,"8,858.81",0.6,0.6,"9,112",42
6,Quebec,G03AA,"Progestogens and estrogens, fixed combinations",<65,Total,"8,799.52",0.6,7.6,"118,760",43
6,Quebec,N02BA,Salicylic acid and derivatives,<65,Total,"8,297.48",0.5,6.4,"99,854",44
6,Quebec,A10BA,Biguanides,<65,Total,"7,939.70",0.5,5.3,"82,569",45
6,Quebec,C09CA,"Angiotensin II antagonists, plain",<65,Total,"7,463.72",0.5,4.2,"65,552",46
6,Quebec,C07AB,"Beta-blocking agents, selective",<65,Total,"7,302.19",0.5,4.5,"71,162",47
6,Quebec,B03XA,Other antianemic preparations,<65,Total,"7,287.16",0.5,0.1,"1,620",48
6,Quebec,N07XX,Other nervous system drugs,<65,Total,"7,116.10",0.5,0.1,991,49
6,Quebec,B01AF,Direct factor Xa inhibitors,<65,Total,"7,089.96",0.5,0.8,"12,581",50
6,Quebec,N02CC,Selective serotonin (5HT1) agonists,<65,Total,"6,931.08",0.5,1.8,"27,746",51
6,Quebec,R01AD,Corticosteroids,<65,Total,"6,903.94",0.5,10.3,"161,806",52
6,Quebec,N03AE,Benzodiazepine derivatives,<65,Total,"6,612.09",0.4,3.8,"60,267",53
6,Quebec,N03AG,Fatty acid derivatives,<65,Total,"6,571.98",0.4,1.2,"18,410",54
6,Quebec,L03AX,Other immunostimulants,<65,Total,"6,407.92",0.4,0.0,612,55
6,Quebec,A12AX,"Calcium, combinations with vitamin D and/or other drugs",<65,Total,"5,832.88",0.4,4.3,"67,704",56
6,Quebec,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,<65,Total,"5,793.98",0.4,0.3,"3,973",57
6,Quebec,C02AC,Imidazoline receptor agonists,<65,Total,"5,578.72",0.4,0.8,"11,833",58
6,Quebec,M03BX,Other centrally acting agents,<65,Total,"5,527.05",0.4,5.6,"87,662",59
6,Quebec,B01AC,"Platelet aggregation inhibitors, excluding heparin",<65,Total,"5,451.97",0.4,1.0,"15,724",60
6,Quebec,M03AX,"Other muscle relaxants, peripherally acting agents",<65,Total,"5,405.04",0.4,0.1,"2,224",61
6,Quebec,N02BE,Anilides,<65,Total,"5,399.75",0.4,8.9,"139,758",62
6,Quebec,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,<65,Total,"5,205.40",0.3,0.1,"1,509",63
6,Quebec,H01CB,Somatostatin and analogues,<65,Total,"5,107.47",0.3,0.0,395,64
6,Quebec,G03CA,"Natural and semisynthetic estrogens, plain",<65,Total,"5,104.57",0.3,3.6,"56,759",65
6,Quebec,A07EC,Aminosalicylic acid and similar agents,<65,Total,"5,077.78",0.3,0.5,"8,413",66
6,Quebec,M01AE,Propionic acid derivatives,<65,Total,"4,872.21",0.3,16.4,"258,027",67
6,Quebec,N06AA,Non-selective monoamine reuptake inhibitors,<65,Total,"4,455.96",0.3,3.0,"47,022",68
6,Quebec,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",<65,Total,"4,429.97",0.3,3.9,"61,038",69
6,Quebec,J01FA,Macrolides,<65,Total,"4,315.30",0.3,10.9,"170,736",70
6,Quebec,C09DA,Angiotensin II antagonists and diuretics,<65,Total,"4,265.20",0.3,2.3,"36,670",71
6,Quebec,G02BA,Intrauterine contraceptives,<65,Total,"4,249.51",0.3,0.9,"14,346",72
6,Quebec,R07AX,Other respiratory system products,<65,Total,"4,012.77",0.3,0.0,24,73
6,Quebec,A10BB,Sulfonylureas,<65,Total,"3,998.21",0.3,2.4,"37,005",74
6,Quebec,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,<65,Total,"3,992.76",0.3,0.1,"2,354",75
6,Quebec,G04BD,Drugs for urinary frequency and incontinence,<65,Total,"3,961.01",0.3,1.0,"15,550",76
6,Quebec,A06AA,"Softeners, emollients",<65,Total,"3,951.11",0.3,2.5,"39,078",77
6,Quebec,N05AE,Indole derivatives,<65,Total,"3,876.04",0.3,0.2,"3,198",78
6,Quebec,N02AB,Phenylpiperidine derivatives,<65,Total,"3,737.98",0.2,0.4,"6,102",79
6,Quebec,C09BA,ACE inhibitors and diuretics,<65,Total,"3,729.64",0.2,1.2,"19,082",80
6,Quebec,M05BX,Other drugs affecting bone structure and mineralization,<65,Total,"3,700.60",0.2,0.3,"4,969",81
6,Quebec,L02AE,Gonadotropin-releasing hormone analogues,<65,Total,"3,699.78",0.2,0.1,"1,838",82
6,Quebec,J01CA,Penicillins with extended spectrum,<65,Total,"3,657.15",0.2,11.0,"172,319",83
6,Quebec,A04AD,Other antiemetics,<65,Total,"3,653.12",0.2,0.3,"4,854",84
6,Quebec,C01CA,Adrenergic and dopaminergic agents,<65,Total,"3,642.55",0.2,1.6,"24,773",85
6,Quebec,L01XC,Monoclonal antibodies,<65,Total,"3,582.42",0.2,0.0,295,86
6,Quebec,J01DH,Carbapenems,<65,Total,"3,505.64",0.2,0.1,"1,748",87
6,Quebec,A12AA,Calcium,<65,Total,"3,386.85",0.2,3.2,"49,617",88
6,Quebec,C02KX,Antihypertensives for pulmonary arterial hypertension,<65,Total,"3,310.74",0.2,0.0,158,89
6,Quebec,R03DC,Leukotriene receptor antagonists,<65,Total,"3,254.68",0.2,1.1,"17,488",90
6,Quebec,N03AF,Carboxamide derivatives,<65,Total,"3,223.24",0.2,0.6,"9,038",91
6,Quebec,A10AC,"Insulins and analogues for injection, intermediate-acting",<65,Total,"3,215.57",0.2,0.8,"11,877",92
6,Quebec,G03BA,3-oxoandrosten (4) derivatives,<65,Total,"3,127.96",0.2,0.5,"7,148",93
6,Quebec,C10AX,Other lipid-modifying agents,<65,Total,"3,013.01",0.2,1.0,"15,976",94
6,Quebec,M05BA,Bisphosphonates,<65,Total,"2,869.91",0.2,1.3,"19,992",95
6,Quebec,D07AC,"Corticosteroids, potent (group III)",<65,Total,"2,831.51",0.2,5.7,"89,871",96
6,Quebec,G03GA,Gonadotropins,<65,Total,"2,722.20",0.2,0.1,"1,539",97
6,Quebec,M01AH,Coxibs,<65,Total,"2,662.45",0.2,4.0,"62,734",98
6,Quebec,V03AC,Iron-chelating agents,<65,Total,"2,610.41",0.2,0.0,106,99
6,Quebec,A09AA,Enzyme preparations,<65,Total,"2,583.03",0.2,0.2,"3,570",100
6,Quebec,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,<65,M,"82,422.03",10.7,0.6,"3,736",1
6,Quebec,N05AX,Other antipsychotics,<65,M,"48,541.67",6.3,4.0,"26,929",2
6,Quebec,J05AR,"Antivirals for treatment of HIV infections, combinations",<65,M,"41,208.31",5.4,0.8,"5,610",3
6,Quebec,J05AP,Antivirals for treatment of HCV infections,<65,M,"40,840.96",5.3,0.1,760,4
6,Quebec,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",<65,M,"40,588.36",5.3,8.2,"54,530",5
6,Quebec,N06BA,Centrally acting sympathomimetics,<65,M,"31,217.20",4.1,7.5,"49,914",6
6,Quebec,L04AA,Selective immunosuppressants,<65,M,"21,795.43",2.8,0.4,"2,383",7
6,Quebec,C10AA,HMG-CoA reductase inhibitors,<65,M,"15,461.46",2.0,18.6,"124,405",8
6,Quebec,N03AX,Other antiepileptics,<65,M,"14,910.93",1.9,5.8,"38,963",9
6,Quebec,L01XE,Protein kinase inhibitors,<65,M,"13,448.75",1.7,0.1,428,10
6,Quebec,A02BC,Proton pump inhibitors,<65,M,"13,402.84",1.7,18.4,"122,935",11
6,Quebec,N02AA,Natural opium alkaloids,<65,M,"10,645.71",1.4,9.2,"61,196",12
6,Quebec,J05AX,Other antivirals,<65,M,"10,258.22",1.3,0.3,"1,880",13
6,Quebec,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",<65,M,"10,119.91",1.3,3.0,"19,860",14
6,Quebec,N06AX,Other antidepressants,<65,M,"10,063.65",1.3,8.9,"59,549",15
6,Quebec,C09AA,"ACE inhibitors, plain",<65,M,"9,119.83",1.2,7.7,"51,647",16
6,Quebec,N06AB,Selective serotonin reuptake inhibitors,<65,M,"8,532.21",1.1,7.9,"52,904",17
6,Quebec,A10BD,Combinations of oral blood glucose–lowering drugs,<65,M,"8,219.94",1.1,1.9,"12,830",18
6,Quebec,L04AC,Interleukin inhibitors,<65,M,"7,798.36",1.0,0.1,467,19
6,Quebec,J05AE,Protease inhibitors,<65,M,"7,144.06",0.9,0.2,"1,061",20
6,Quebec,R03BA,Glucocorticoids,<65,M,"7,101.74",0.9,8.0,"53,614",21
6,Quebec,L04AX,Other immunosuppressants,<65,M,"6,781.20",0.9,0.2,"1,370",22
6,Quebec,A10AE,"Insulins and analogues for injection, long-acting",<65,M,"6,369.81",0.8,1.2,"7,689",23
6,Quebec,L04AD,Calcineurin inhibitors,<65,M,"6,014.63",0.8,0.3,"1,747",24
6,Quebec,N07BC,Drugs used in opioid dependence,<65,M,"5,825.20",0.8,0.5,"3,267",25
6,Quebec,S01LA,Antineovascularization agents,<65,M,"5,781.08",0.8,0.1,657,26
6,Quebec,C08CA,Dihydropyridine derivatives,<65,M,"5,738.45",0.7,6.8,"45,177",27
6,Quebec,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,<65,M,"5,445.27",0.7,1.3,"8,846",28
6,Quebec,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,<65,M,"5,433.28",0.7,1.3,"8,932",29
6,Quebec,R03BB,Anticholinergics,<65,M,"5,116.45",0.7,2.1,"14,248",30
6,Quebec,A10AB,"Insulins and analogues for injection, fast-acting",<65,M,"5,037.28",0.7,1.5,"10,065",31
6,Quebec,N02BA,Salicylic acid and derivatives,<65,M,"4,865.83",0.6,8.8,"58,639",32
6,Quebec,V06C,Infant formulas,<65,M,"4,776.32",0.6,0.5,"3,658",33
6,Quebec,N07BA,Drugs used in nicotine dependence,<65,M,"4,773.14",0.6,4.6,"30,856",34
6,Quebec,A16AB,Enzymes,<65,M,"4,662.17",0.6,0.0,8,35
6,Quebec,R03DX,Other systemic drugs for obstructive airway diseases,<65,M,"4,541.56",0.6,0.0,272,36
6,Quebec,B01AF,Direct factor Xa inhibitors,<65,M,"4,309.77",0.6,1.1,"7,265",37
6,Quebec,N05BA,Benzodiazepine derivatives,<65,M,"4,267.11",0.6,7.0,"47,011",38
6,Quebec,C07AB,"Beta-blocking agents, selective",<65,M,"4,238.02",0.6,6.0,"39,941",39
6,Quebec,R03AC,Selective beta-2-adrenoreceptor agonists,<65,M,"4,141.69",0.5,11.8,"78,624",40
6,Quebec,A10BA,Biguanides,<65,M,"4,137.92",0.5,6.6,"44,125",41
6,Quebec,C02AC,Imidazoline receptor agonists,<65,M,"4,127.25",0.5,0.9,"6,299",42
6,Quebec,B01AB,Heparin group,<65,M,"3,870.49",0.5,0.6,"3,797",43
6,Quebec,N03AG,Fatty acid derivatives,<65,M,"3,771.98",0.5,1.5,"10,121",44
6,Quebec,B03XA,Other antianemic preparations,<65,M,"3,757.18",0.5,0.1,902,45
6,Quebec,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,<65,M,"3,636.38",0.5,0.2,"1,027",46
6,Quebec,B01AC,"Platelet aggregation inhibitors, excluding heparin",<65,M,"3,538.35",0.5,1.6,"10,421",47
6,Quebec,C09CA,"Angiotensin II antagonists, plain",<65,M,"3,524.98",0.5,4.8,"31,738",48
6,Quebec,A11CC,Vitamin D and analogues,<65,M,"3,468.07",0.5,6.6,"43,718",49
6,Quebec,L03AA,Colony-stimulating factors,<65,M,"3,458.92",0.4,0.1,575,50
6,Quebec,G03BA,3-oxoandrosten (4) derivatives,<65,M,"3,076.71",0.4,1.0,"6,643",51
6,Quebec,N03AE,Benzodiazepine derivatives,<65,M,"2,982.56",0.4,3.5,"23,067",52
6,Quebec,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,<65,M,"2,798.84",0.4,0.3,"1,923",53
6,Quebec,R01AD,Corticosteroids,<65,M,"2,741.16",0.4,9.2,"61,216",54
6,Quebec,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,<65,M,"2,536.46",0.3,0.2,"1,449",55
6,Quebec,N07XX,Other nervous system drugs,<65,M,"2,476.53",0.3,0.1,405,56
6,Quebec,H03AA,Thyroid hormones,<65,M,"2,462.97",0.3,4.0,"26,568",57
6,Quebec,L03AB,Interferons,<65,M,"2,436.85",0.3,0.0,177,58
6,Quebec,A07EC,Aminosalicylic acid and similar agents,<65,M,"2,380.19",0.3,0.5,"3,631",59
6,Quebec,H01CB,Somatostatin and analogues,<65,M,"2,357.65",0.3,0.0,165,60
6,Quebec,N02BE,Anilides,<65,M,"2,293.43",0.3,9.0,"60,058",61
6,Quebec,A10BB,Sulfonylureas,<65,M,"2,252.57",0.3,3.2,"21,640",62
6,Quebec,R07AX,Other respiratory system products,<65,M,"2,230.98",0.3,0.0,12,63
6,Quebec,J01DH,Carbapenems,<65,M,"2,185.03",0.3,0.2,"1,011",64
6,Quebec,M03BX,Other centrally acting agents,<65,M,"2,183.41",0.3,5.2,"34,609",65
6,Quebec,C09BA,ACE inhibitors and diuretics,<65,M,"2,169.21",0.3,1.7,"11,087",66
6,Quebec,G04CA,Alpha-adrenoreceptor antagonists,<65,M,"2,103.42",0.3,3.2,"21,613",67
6,Quebec,C09DA,Angiotensin II antagonists and diuretics,<65,M,"2,046.86",0.3,2.7,"18,174",68
6,Quebec,J05AG,Non-nucleoside reverse transcriptase inhibitors,<65,M,"1,969.94",0.3,0.1,530,69
6,Quebec,M01AE,Propionic acid derivatives,<65,M,"1,959.64",0.3,15.9,"106,042",70
6,Quebec,J01FA,Macrolides,<65,M,"1,886.25",0.2,10.9,"72,963",71
6,Quebec,C10AX,Other lipid-modifying agents,<65,M,"1,877.45",0.2,1.4,"9,414",72
6,Quebec,M03AX,"Other muscle relaxants, peripherally acting agents",<65,M,"1,859.19",0.2,0.1,658,73
6,Quebec,N05AE,Indole derivatives,<65,M,"1,783.41",0.2,0.2,"1,386",74
6,Quebec,A06AA,"Softeners, emollients",<65,M,"1,744.97",0.2,2.3,"15,087",75
6,Quebec,N03AF,Carboxamide derivatives,<65,M,"1,726.80",0.2,0.7,"4,753",76
6,Quebec,A10AC,"Insulins and analogues for injection, intermediate-acting",<65,M,"1,724.10",0.2,0.9,"6,033",77
6,Quebec,J01CA,Penicillins with extended spectrum,<65,M,"1,716.19",0.2,11.3,"75,261",78
6,Quebec,L03AX,Other immunostimulants,<65,M,"1,699.88",0.2,0.0,156,79
6,Quebec,C01CA,Adrenergic and dopaminergic agents,<65,M,"1,688.05",0.2,1.5,"10,233",80
6,Quebec,L02AE,Gonadotropin-releasing hormone analogues,<65,M,"1,639.90",0.2,0.1,553,81
6,Quebec,A04AD,Other antiemetics,<65,M,"1,605.34",0.2,0.3,"1,939",82
6,Quebec,N06AA,Non-selective monoamine reuptake inhibitors,<65,M,"1,595.03",0.2,2.1,"13,956",83
6,Quebec,N02AB,Phenylpiperidine derivatives,<65,M,"1,593.47",0.2,0.4,"2,342",84
6,Quebec,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",<65,M,"1,531.88",0.2,2.5,"16,679",85
